,premise,hypothesis,labels,hindi_premise,hindi_hypothesis,english_premise,english_hypothesis
1100,mulla sab apna hi rote hain yeh shahadat kiske liye jab apno ko hi samajh nahin war haan nahin samajhta mulla arrey khoon nahin khaulta tumhara war jahannam bana diya hai aap logon ne kashmir ko humse poocha tha mulla kya bak rahe ho war jo sahi hai kashmir azaad hoke kya karega jab aap poori nasl ko hi saaf karne par amaada ho sirf auratein bachengi yahan a few kids get restless point gun war yeh yeh hai war aapki asliyat goonda tax band maarna hai maar do mulla gestures them to be at ease war turns back and leaves,war kashmir ko aazad karwana chahta hai,1,मुल्ला   सब अपना ही रोते हैं। ये शहादत किसके लिए... जब आप को ही समझ नहीं ..   युद्ध  हां। कोई समझौता नहीं।   मुल्ला  अरे खून नहीं खिलता तुम्हारा ...   युद्ध  जहां्नम बना दिया है आप लोगन ने कश्मीर को। हमसे पूछा था?   मुल्ला   क्या बक रहे हो?   युद्ध  जो सही है। कश्मीर आज़ाद होके क्या करेगा जब आप पूरी नसल को ही साफ करने पर आमदा हो। सिर्फ औरतें बचेंगे यहां। कुछ बच्चे बेचैन हो जाते हैं। बिंदु बंदूक।   युद्ध  हाँ। ये है   युद्ध  आपकी असलियत। गुंडा टैक्स बैंड। मरना है.. मार दो। मुल्ला ने उन्हें आराम से रहने का इशारा किया। युद्ध पीछे मुड़ता है और निकल जाता है ...  ,वॉर कश्मीर को आजाद करना चाहता है,mulla everyone cries for himself for whom is this martyrdom when only you do not understand war yes no compromise mulla oh your blood does not bloom war jahannam has made you people kashmir asked us mulla what are you talking about war that s right what will kashmir do by being free when you are determined to clean up the entire race only women will be left here some children get restless point gun war yes this is war your reality punk tax band have to die kill mulla signaled them to be at ease the war turns back and leaves,war wants to liberate kashmir
1072,pathak aap uhh mishra haan patni aur bachhi ke saath aaye they yahan aana jurm hai pathak nahin nahin pathak hum toh jute huye hain devi ki ad hoc mein naukri bhi lagi hai mishra agle mahine ki 6 tarikh aakhri din hai nahin toh youtube pe youtube samajhte hain mishra bisleri botal mein gangajal bharne ko mann nahin maanta,aquafina ki bottle mein gangajal daalne ko mann nahi maanta,1,पाठक   आप ? उह ...   मिश्रा  हां ... पत्नी और बच्ची के साथ आए वे ... यहां आना जुर्म है?   पाठक  नहीं नहीं ..   पाठक  हम तो जुड़े हुए हैं ... देवी की तदर्थ में नौकरी भी लगी है ... नहीं तो यूट्यूब पे .. यूट्यूब समजते हैं?   मिश्रा   बिसलेरी बॉटल में गंगाजल भरने को मन नहीं मानता !  ,एक्वाफिना की बोतल में गंगाजल डालने को मन नहीं मानता,reader you uh mishra yes he came with wife and baby is it a crime to come here reader no no no reader we are connected devi has also got a job in ad hoc otherwise on youtube do you understand youtube mishra bisleri does not mind filling gangajal in the bottle,i don t mind pouring ganges water in aquafina s bottle
643,falak kuchh legal term use k i thi consultation nahi kuchh haan conference toh un sab lawyers ne deepak blocking fees falak haan toh un sabne mana kiya bola minal ko isliye represent nahi kar saktey deepak haan legally nahi andrea but th ere is on e law yer wh o i s willing to represent us deepak who andrea rajeev kumar deepak no not him chor hai ek number ka i know him falak maine minal ko itna helpless kabhie nahi dekha she used to be a brave girl andrea what should we do then falak sir we are not prostitutes we are normal working girls humney kuchh nahi kiya,falak used to be a brave girl,1,फलक   कुछ कानूनी शब्द का प्रयोग के आई थी ... परामर्श नहीं कुछ ... हां सम्मेलन - तो उन सब वकीलों ने-   दीपक   ब्लॉकिंग फीस!   फलक   हां ... तो उन सब मन किया ... बोला मीनल को इसलिये प्रतिनिधित्व नहीं कर सकते !   दीपक   हां - कानूनी तौर पर नहीं !   एंड्रिया   लेकिन यह ई कानून पर है जो मैं हमारा प्रतिनिधित्व करने को तैयार हूं!   दीपक   कौन ?   एंड्रिया   राजीव कुमार !   दीपक   नहीं। उसे नहीं । चोर है एक नंबर का। मैं उसे जानता हूँ ।   फलक   मैने... मीनल को इतना असहाय कभी नहीं देखा! वह एक बहादुर लड़की हुआ करती थी।   एंड्रिया   तो हमें क्या करना चाहिए ?   falak   साहब... हम वेश्या नहीं हैं! / हम सामान्य कामकाजी लड़कियां हैं / हमने कुछ नहीं किया!  ,फलक एक बहादुर लड़की हुआ करती थी,falak some legal word came to be used not consultation some yes conference so all those lawyers deepak blocking fee falak yes so did all of them said that s why can t represent meenal deepak yes not legally andrea but it is on e law that i am willing to represent us deepak who andrea rajeev kumar no deepak not him thief is number one i know him falak i have never seen meenal so helpless she used to be a brave girl andrea so what should we do falak sir we are not prostitutes we re normal working girls we didn t do anything,falak used to be a brave girl
772,apu tera baap kya karta hai rohan steel forging ki factory hai apu ah steel jamshedpur ka apna steel ka sapna amber steel city green city clean city apu bolo steel bhagwan ki everyone jai,rohan ke daddy ki steel forging ki factory hai,0,"apu   तेरा बाप क्या करता है ?   रोहन   स्टील । फोर्जिंग की फैक्ट्री है ...   एपीयू  आह स्टील ... जमशेदपुर का अपना, स्टील का सपना ...   एम्बर  स्टील सिटी, ग्रीन सिटी, क्लीन सिटी ...   एपीयू  बोलो स्टील भगवान की। ..   हर कोई   जय !  ",रोहन के डैडी की स्टील फोर्जिंग की फैक्ट्री है,apu what does your father do rohan steel the factory of forging is apu ah steel jamshedpur s own steel s dream amber steel city green city clean city apu speak steel god s everyone jay,rohan s dad has a steel forging factory
2030,kasturi nahin vo minal what falak andrea nahi aayi voh falak andrea tum bata nahi sakti thi tum late what is this andrea what hi h falak tum bewakoof ho kya andrea arrey i wasn t drinkng that toh sanjeev sir falak i don t have a problem par ghar pe aake pee sakti thi naa minal falak let her be uska mood hai usko peene do falak ghar pe piye na listen guys we got ta be car efu l us din bh i humney ek baar socha hota toh yeh sab falak kya hua,falak keh raha hai ke andrea ghar pe aake drink kar sakti thi,0,"कस्तूरी   नहीं ... वो ...   मीनल   क्या ?   फलक  एंड्रिया नहीं आई वोह -   फलक  एंड्रिया तुम बता नहीं शक्ति थी तुम देर से - यह क्या है?   एंड्रिया   क्या हाय ... ज   फलक   तुम बेवकूफ हो क्या ..   एंड्रिया  अरे मैं शराब नहीं पी रहा था, तो संजीव सर .. पे आके पी शक्ति थी ना ..   मिनल  फलक उसे रहने दो ... उसका मूड है उसे पीने दो ...   फलक  घर पे पिये ना ... सुनो दोस्तों हमें कार ईफू एल मिल गया। .. हम दिन भी मैं एक बार सोचा होता तो ये सब ...   फलक  क्या हुआ?  ",फलक के रहा है के एंड्रिया घर पर आके ड्रिंक कर शक्ति थी,kasturi no that meenal what vane andrea didn t come vane andrea you didn t have the power to tell you was late what is it andrea what hi j falak are you an idiot andrea hey i was not drinking alcohol so sanjeev sir pe ake pe shakti thi na minal falak let him be his mood is let him drink falak ghar pe peeye na hey guys we got the car ifu l i would have thought once in the day too then all this falak what happened,it has been said that andrea came home to have a drink and had power
1710,neelu main nahi karungi titli kya neelu tune jo boli jaise boli maine karli gasht pe nahi jaungi phir titli pagal hogayi tu titli bana banaya game bigad jega pura neelu maine murder nahi karna mujhe prince ke paas jaana hai titli kya kar ri hai tu ruk baat sun ek mint meri neelu nahi chod maine jaana hai main prince ke paas reh lungi sample flat mein titli ek ek gasht ki toh baat hai karle pata nahi chalne kisi ko neelu nahi main nahi titli chorr phone chorr neelu tu chorr mereko prince ke paas jaana hai titli nahi ja sakte prince ke paas neelu kyon kyon nahi ja sakte titli chorr chorr neelu wapas kar mera phone hai wapas de neelu aaaaiyaaa haaaaa neelu jaane de mujhe bhainchod achchi family se h u n main tum jaisi criminal n a h i hun maine nahi leni jaan kisi ki titli chup chup ekdum bahar sunega neelu tune jo karna hai karle maa ki kasam hai meri maine nahi hissa lungi iss chakkar mein prince ke bina chahe prince ke sang titli sorry titli dekh main tere sang hun saamne nahi main khud phasa hua hun neelu mereko nahi pata prince ke paas chorr ke aa mereko abhi titli abhi kahan jayegi tu raat mein gharpe hoga wo biwi ke saath neelu main baat karti hun soch lenge wo kuch na kuch titli r u k tu main baat karta h u n galti se koi aur phone utha lega toh panga ho jayega bekaar mein mere paise jayenge,titli khud phasa hua hai,0,"नीलू   मैं नहीं करुंगी.   तितली   क्या ?   नीलू   तूने जो बोली, जैसी बोली, मैंने करली। गश्त पे नहीं जाउंगी फिर।   तितली   पागल होगा तू ?   तितली   बना बनाया गेम बिगड जाएगा पुरा !   नीलू   मैने मर्डर नहीं करना। मुझे प्रिंस के पास जाना है।   तितली   क्या कर री है तू। रुक! बात सुन एक मिंट मेरी!   नीलू   नहीं छोड. मैने जाना है। मैं प्रिंस के पास रे लुंगी, सैंपल फ्लैट में।   तितली   एक.. एक गशत की तो बात है। करले पता नहीं चलने किसी को।   नीलू   नहीं। मेन नाही।   तितली   चोर ! फोन चोर!   नीलू   तू चोर। मेरेको प्रिंस के पास जाना है!   तितली   नहीं जा सके प्रिंस के पास।   नीलू   क्यों ? क्यों नहीं जा सके?   तितली   चोर। चोर!   नीलू   वापस कर। मेरा फोन है। वैपास दे !!   नीलू   आआया हा!   नीलू   जाने दे मुझे भाईछोड़। अच्छी फैमिली से ह यू एन मैं। तुम जैसी क्रिमिनल एन ए एच आई हुं। मैने नहीं लेनी जान किसी की !!   तितली   चुप । चुप एकडम। बहार सुनेगा!   नीलू   तूने जो करना है करले। माँ की कसम है मेरी! मैंने नहीं हिसा लुंगी इस चक्कर में। प्रिंस के बिना, चाहे प्रिंस के संग।   तितली   सॉरी।   तितली   देख मैं तेरे संग हूं, सामने नहीं। मैं खुद फसा हुआ हूं।   नीलू   मेरेको नहीं पता। प्रिंस के पास चोर के आ मेरेको अभी।   तितली   अभी कहां जाएगी तू रात में। घरपे होगा वो। बीवी के साथ।   नीलू   मैं बात करता हूं. सोच लेंगे वो कुछ ना कुछ।   तितली   आर यू के तू। मैं बात करता हूं। गलत से कोई और फोन उठा लेगा तो पंगा हो जाएगा। बेकर में मेरे पैसे जाएंगे।  ",तितली खुद चरण हुआ है,neelu i won t butterfly what neelu whatever you said i did as you said i will not go on patrol again butterfly will you be mad butterfly the made game will get spoiled neelu i don t want to kill i want to go to the prince butterfly what are you doing wait hear me a mint neelu don t leave i have to go i ll be staying with prince in the sample flat butterfly one it is a matter of patrolling no one knows neelu no main no butterfly thief phone thief neelu you are a thief i have to go to the prince butterfly could not go to prince neelu why why couldn t you go butterfly thief thief neelu return it my phone is give back neelu aaya ha neelu let me leave brother i am from a good family i am a criminal nahi like you i didn t take anyone s life butterfly quiet quiet acadam will listen neelu do whatever you want to do i swear to my mother i will not laugh in this affair without the prince or with the prince butterfly sorry butterfly look i am with you not in front i am stuck myself neelu i don t know the thief has come to the prince now butterfly where will you go now in the night he will be at home with wife neelu i talk they will think something or the other butterfly you are you i talk if someone else picks up the phone from the wrong side it will be messed up my money will go to the baker,the butterfly has stepped itself
1356,pathak kahaan they jhonta masti pathak kaam ke time masti bahut gooda aa gaya jhonta apne paise se gaye they aapki kaahe sulag rahi hai pathak kal se gota maarne ke time yahaan rahoge aur tumhara paisa hum rakhenge jhonta kaahe pathak kaahe ki tum shahanshah na bann jaao aur sab uda na do jab bade ho jaaoge tab le lena hisaab se rakhenge jhonta hum didi se bol denge pathak bolo jo bolna hai,jhonta jab bada ho jaaega tab pathak usko paisa dega,0,"पाठक   कहन वे?   झोंटा   मस्ती।   पाठक   काम के टाइम मस्ती ? बहुत अच्छा आ गया!   झोंटा   अपने पैसे से गए वे... आपकी कहां सुलग रही है?   पाठक   कल से गोटा मारने के समय यहां रहेंगे। और तुम्हारा पैसा हम रखेंगे!   झोंटा   काहे ?   पाठक   काहे की तुम शहंशाह न बन जाओ... और सब उड़ न दो। जब बड़े हो जाओगे, तब ले लेना। हिसाब से रखेंगे!   झोंटा   हम दीदी से बोल देंगे...   पाठक   बोलो जो बोलना है।  ",झोंटा जब बड़ा हो जाएगा तब पाठक उसे पैसा देगा,reader where are they jhonta fun reader fun at work it s great jhonta they went with their money where are you smoldering reader will be here from tomorrow at the time of killing and we ll keep your money jhonta why reader why don t you become the emperor and don t let everything fly take it when you grow up will keep it count jhonta we will speak to didi reader say whatever you want to say,when the jug gets bigger the reader will give him money
622,neelu main nahi karungi titli kya neelu tune jo boli jaise boli maine karli gasht pe nahi jaungi phir titli pagal hogayi tu titli bana banaya game bigad jega pura neelu maine murder nahi karna mujhe prince ke paas jaana hai titli kya kar ri hai tu ruk baat sun ek mint meri neelu nahi chod maine jaana hai main prince ke paas reh lungi sample flat mein titli ek ek gasht ki toh baat hai karle pata nahi chalne kisi ko neelu nahi main nahi titli chorr phone chorr neelu tu chorr mereko prince ke paas jaana hai titli nahi ja sakte prince ke paas neelu kyon kyon nahi ja sakte titli chorr chorr neelu wapas kar mera phone hai wapas de neelu aaaaiyaaa haaaaa neelu jaane de mujhe bhainchod achchi family se h u n main tum jaisi criminal n a h i hun maine nahi leni jaan kisi ki titli chup chup ekdum bahar sunega neelu tune jo karna hai karle maa ki kasam hai meri maine nahi hissa lungi iss chakkar mein prince ke bina chahe prince ke sang titli sorry titli dekh main tere sang hun saamne nahi main khud phasa hua hun neelu mereko nahi pata prince ke paas chorr ke aa mereko abhi titli abhi kahan jayegi tu raat mein gharpe hoga wo biwi ke saath neelu main baat karti hun soch lenge wo kuch na kuch titli r u k tu main baat karta h u n galti se koi aur phone utha lega toh panga ho jayega bekaar mein mere paise jayenge,titli keh raha hai ki prince ghar pe biwi ke saath hoga,0,"नीलू   मैं नहीं करुंगी.   तितली   क्या ?   नीलू   तूने जो बोली, जैसी बोली, मैंने करली। गश्त पे नहीं जाउंगी फिर।   तितली   पागल होगा तू ?   तितली   बना बनाया गेम बिगड जाएगा पुरा !   नीलू   मैने मर्डर नहीं करना। मुझे प्रिंस के पास जाना है।   तितली   क्या कर री है तू। रुक! बात सुन एक मिंट मेरी!   नीलू   नहीं छोड. मैने जाना है। मैं प्रिंस के पास रे लुंगी, सैंपल फ्लैट में।   तितली   एक.. एक गशत की तो बात है। करले पता नहीं चलने किसी को।   नीलू   नहीं। मेन नाही।   तितली   चोर ! फोन चोर!   नीलू   तू चोर। मेरेको प्रिंस के पास जाना है!   तितली   नहीं जा सके प्रिंस के पास।   नीलू   क्यों ? क्यों नहीं जा सके?   तितली   चोर। चोर!   नीलू   वापस कर। मेरा फोन है। वैपास दे !!   नीलू   आआया हा!   नीलू   जाने दे मुझे भाईछोड़। अच्छी फैमिली से ह यू एन मैं। तुम जैसी क्रिमिनल एन ए एच आई हुं। मैने नहीं लेनी जान किसी की !!   तितली   चुप । चुप एकडम। बहार सुनेगा!   नीलू   तूने जो करना है करले। माँ की कसम है मेरी! मैंने नहीं हिसा लुंगी इस चक्कर में। प्रिंस के बिना, चाहे प्रिंस के संग।   तितली   सॉरी।   तितली   देख मैं तेरे संग हूं, सामने नहीं। मैं खुद फसा हुआ हूं।   नीलू   मेरेको नहीं पता। प्रिंस के पास चोर के आ मेरेको अभी।   तितली   अभी कहां जाएगी तू रात में। घरपे होगा वो। बीवी के साथ।   नीलू   मैं बात करता हूं. सोच लेंगे वो कुछ ना कुछ।   तितली   आर यू के तू। मैं बात करता हूं। गलत से कोई और फोन उठा लेगा तो पंगा हो जाएगा। बेकर में मेरे पैसे जाएंगे।  ",तितली के रहा है की प्रिंस घर पर बीवी के साथ होगा।,neelu i won t butterfly what neelu whatever you said i did as you said i will not go on patrol again butterfly will you be mad butterfly the made game will get spoiled neelu i don t want to kill i want to go to the prince butterfly what are you doing wait hear me a mint neelu don t leave i have to go i ll be staying with prince in the sample flat butterfly one it is a matter of patrolling no one knows neelu no main no butterfly thief phone thief neelu you are a thief i have to go to the prince butterfly could not go to prince neelu why why couldn t you go butterfly thief thief neelu return it my phone is give back neelu aaya ha neelu let me leave brother i am from a good family i am a criminal nahi like you i didn t take anyone s life butterfly quiet quiet acadam will listen neelu do whatever you want to do i swear to my mother i will not laugh in this affair without the prince or with the prince butterfly sorry butterfly look i am with you not in front i am stuck myself neelu i don t know the thief has come to the prince now butterfly where will you go now in the night he will be at home with wife neelu i talk they will think something or the other butterfly you are you i talk if someone else picks up the phone from the wrong side it will be messed up my money will go to the baker,titli has been told that prince will be at home with his wife
2012,tia aaaaa ssoooo spicyyyy i love it rahul yeh lo rahul ummm woh yahan kuch tia oh thanks uh tumhare naak se kuch rahul oh sorry tia just messing with you rahul ha ha ha tia tumhare liye zyaada yucky kya hoga daant mein atka hua chicken ya naak se latka hua booger rahul booger definitely booger,tia ke naak se kuch nikal raha hai,1,"टीआईए  आआआ! बहुत मसालेदार! मुझे यह पसंद है ।   राहुल   ये लो ...   राहुल   उम्म्म .. वो यहाँ कुछ ..   टीआईए   ओह थैंक्स ! उह, तुम्हारे नाक से कुछ ...   राहुल  ओह, सॉरी ...   टीआईए  बस तुम्हारे साथ खिलवाड़।   राहुल   हा हा हा ...   टीआईए   तुम्हारे लिए ज़्यदा यकी क्या होगा ? दांत में अटका हुआ चिकन, हां नाक से हुआ बूगर?   राहुल   बूगर ! निश्चित रूप से बूगर!  ",टीआईए के नाक से कुछ निकल रहा है,tia aaaaa very spicy i like this rahul take this rahul umm that something here tia oh thanks uh something off your nose rahul oh sorry tia just messing with you rahul ha ha ha tia what s more sure about you chicken stuck in tooth yes nose booger rahul booger definitely booger,something is coming out of tia s nose
1999,kasturi hello kasturi namastey uhh kaun bol raha hai puttar kasturi haanji puttar hai toh mera hi par itni raat ko ki ho gaya kasturi kya ma tla b p utt ar mai n k uch h samjha nahin,kasturi is speaking to his son,1,कस्तूरी   हेलो !   कस्तूरी   नमस्ते उह... कौन बोल रहा है पुत्तर ?   कस्तूरी   हांजी पुत्तर है तो मेरा ही-पर इतनी रात को- की हो गया?   कस्तूरी   क्या मा तला बी पी उत्त अर - माई एन के उच ह समझ नहीं ?  ,कस्तूरी अपने बेटे से बात कर रहे हैं।,musk hello kasturi hello uh who is speaking puttar kasturi yes if i have a son then it happened to me but at such a night kasturi do not understand the high of maa tala bp answer my n,kasturi is talking to his son
409,mansoor nahi fahad nahi agar humne iss bomb ko phek diya toh hum bhi mar jaayenge fahad hum mar chuke hai mansoor aage kua peeche khaai hain yahaan se bach nikle toh baahar militry maar degi neerja chalo be brave now for me mansoor militry maaregi nahi giraftar karegi hum bach sakte hain neerja go go i m right behind you woh aunty pointing to a sanjana at the end of the slide tumhe catch kar lengi safirini fahad mansoor khalil safirini goli chala safirini miltry ke haath marne se behtar hain hum apne haathon mar jaaye safirini chala goli iss tamashe ko khatam kar de,neerja goli chalane ko keh raha hai,0,"मंसूर   नहीं फहद नहीं, अगर हमें इस बम को फेक दिया तो हम भी मार जाएंगे   फहद  हम मार चुके हैं मंसूर, आगे कुआ पीछे खाई हैं, यहां से बच्चे निकले तो बहार मिलिट्री , अब बहादुर बनो , मेरे लिए ।   mansoor    मिलिट्री मरेगी नहीं, जिराफ्तार करेगी, हम बच सकते हैं   नीरजा  जाओ जाओ, मैं तुम्हारे ठीक पीछे हूँ। वो आंटी [स्लाइड के अंत में संजना की ओर इशारा करते हुए] तुम्हारे कैच कर लेंगी।   safirini    फहद-मंसूर- खलील-   safirini    गोली चला   safirini    मिल्ट्री के हाथ मरने से बेहतर हैं हम अपने हाथों मार जाए   safirini    चला गोली। इस तमाशे को खतम कर दे  ",नीरजा गोली चलाना को कह रहा है,mansoor no fahd if we throw this bomb we will also be killed fahd we have killed mansoor have ditched the well in front if children come out from here then out military now be brave for me mansoor military will not die will arrest we can survive neerja go go i am right behind you that auntie pointing to sanjana at the end of the slide will catch you safirini fahad mansoor khalil safirini shot fired safirini it is better to die at the hands of the military than to kill us safirini shot put an end to this spectacle,neerja is asking to shoot
636,shahid humara case strong hai mariam hum jeetenge shahid jeetna chahiye mariam kitna time lagega shahid mahine ya ussey thoda zyaada mariam perfect shahid koi jaldi hai mariam haan property sell karke assam jaana hai shahid kyon mariam ek school start karoongi shahid woh aap yahaan bhi kar sakti hain mariam aap chahte hain main yahan rukoon kyon shahid kyonki yeh mariam shayad ruk bhi jaaoon shahid as a lawyer mujhe sab pata hona chahiye aapke baare mein mariam achcha shahid are you mariam no mujhe chalna chahiye shahid ok shahid date milte hi inform karoonga,shahid nahi chahta ke mariam yahan rukey,1,"शाहिद   हमारा केस जोरदार है.   मरियम   हम जीतेंगे ?   शाहिद   जीतना चाहते हैं।   मरियम   कितना समय लगेगा?   शाहिद   महिने या उससे थोड़ा ज्यादा।   मरियम   बिल्कुल सही।   शाहिद   कोई जल्दी है ?   मरियम   हां प्रॉपर्टी बेचकर असम जाना है।   शाहिद   क्योन ?   मरियम   एक स्कूल शुरू करोगी।   शाहिद   वो आप यहां भी कर सकती हैं।   मरियम  आप चाहते हैं मैं यहां रुकूं, क्यों?   शाहिद  ​​क्योंकी ये..   मरियम  शायद, रुक भी जाऊं।   शाहिद   बतौर वकील मुझे सब पता होना चाहिए आपके बारे में।   मरियम   अच्छा।   शाहिद   क्या आप ?   मरियम  नहीं। मुझे चलना चाहिए।   शाहिद   ठीक है।   शाहिद   तारीख मिलते हैं, करूगा को सूचित करें।  ",शाहिद नहीं चाहता के मरियम यहां रुके,shahid our case is strong mary will we win shahid wants to win mary how long will it take shahid months or a little more mary exactly shahid is anyone in a hurry maryam yes i have to go to assam by selling the property shahid why mary will start a school shahid you can do that here too mary you want me to stay here why shahid because this maryam maybe i should stop shahid as a lawyer i should know everything about you mary okay shahid are you mary no i must leave shahid okay shahid see the date inform karuga,shahid doesn t want maryam to stay here
115,rajpal doctor ki botal se aur sharaab pi phir kanhaiya dr swamy phir kya hua kanhaiya kahan tha rajpal kanhaiya shruti baby ke room mein gaya woh vahin padi thi main main bahot dar gaya par usne usne rajpal kaat dala kanhaiya ne shruti baby ka bhi gala kaat dala,kanhaiya shruti baby ke room mein gaya,0,राजपाल   डॉक्टर की बोतल से और शरब पी.. फिर.. कन्हैया...   डॉ स्वामी   फिर क्या हुआ? कन्हैया कहां था?   राजपाल   कन्हैया श्रुति बेबी के रूम में गया। वो वही पड़ी थी। मैं.. मैं बहुत दर गया। उसने..उसने..   राजपाल   कट डाला ! कन्हैया ने श्रुति बेबी का भी गला काट डाला।  ,कन्हैया श्रुति बेबी के रूम में गया,rajpal drink more liquor from the doctor s bottle then kanhaiya dr swami what happened then where was kanhaiya rajpal kanhaiya went to shruti baby s room she was lying there me i went very far he he rajpal cut it kanhaiya also slit the throat of shruti baby,kanhaiya shruti went to baby s room
288,neelu ye wala kaisa hai titli achcha hai neelu theek se bol titli j a l d i k a r prince wait kar ra hoga bahar neelu tu kar le tujhe karni hai toh m u j h e time lagega c h o o j k a r n e mein budday gift hai pasand aana chahiye saamne waale ko titli kaam kar len pehle neelu main kaam hi kar ri hun apna,titli prince ko bahar wait karne keh raha hai,0,"नीलू   ये वाला कैसा है ?   तितली   अच्छा है।   नीलू   ठीक से बोल।   तितली   जे ए एल डी आई के ए आर। प्रिंस इंतजार कर रहा होगा बाहर।   नीलू   तू कर ले तुझे करनी है तो। एम यू जे एच ई टाइम लगेगा सी एच ओ ओ ओ जे के ए आर एन ई में। बडे गिफ्ट है, पसंद आना चाहिए सामने वाले को!   तितली   काम कर लेने पहले।   नीलू   मैं काम ही कर री हूं अपना!  ",तितली प्रिंस को बहार इंतजार करना कह रहा है।,neelu how is this one butterfly good neelu well spoken butterfly j a l d i k a r prince will be waiting outside neelu if you do it you have to do it m u j h e time will take c h o o o j k a r n e it is a big gift the person in front should like it butterfly before you are done neelu i am doing my work,titli is asking prince to wait outside
886,rajpal doctor ki botal se aur sharaab pi phir kanhaiya dr swamy phir kya hua kanhaiya kahan tha rajpal kanhaiya shruti baby ke room mein gaya woh vahin padi thi main main bahot dar gaya par usne usne rajpal kaat dala kanhaiya ne shruti baby ka bhi gala kaat dala,rajpal bahot dar gaya,0,राजपाल   डॉक्टर की बोतल से और शरब पी.. फिर.. कन्हैया...   डॉ स्वामी   फिर क्या हुआ? कन्हैया कहां था?   राजपाल   कन्हैया श्रुति बेबी के रूम में गया। वो वही पड़ी थी। मैं.. मैं बहुत दर गया। उसने..उसने..   राजपाल   कट डाला ! कन्हैया ने श्रुति बेबी का भी गला काट डाला।  ,राजपाल बहुत दर गया।,rajpal drink more liquor from the doctor s bottle then kanhaiya dr swami what happened then where was kanhaiya rajpal kanhaiya went to shruti baby s room she was lying there me i went very far he he rajpal cut it kanhaiya also slit the throat of shruti baby,rajpal passed away
1548,lady tumhein bar license nahin milega shahid kyon lady kyon kyonki tum terrorist thay tum 5 saal jail mein thay shahid please ek baar rule book mein criteria check kar lijiye lady tum sikhaoge mujhe mera kaam shahid sorry mujhe pata hai aap yahaan 20 saal se hain aur jisse bhi suna hai aapke baare mein achcha hi suna hai but madam i am eligible maine kabhi bankruptcy file nahin ki hai na koi naityik bhrastachar sirf in grounds par mera application reject ho sakta hai lady ok let me check lady main yahan 20 saal se nahin 12 saal se hoon,shahid ne bankruptcy file ki hai,1,"लेडी   तुम्हें बार लाइसेंस नहीं मिलेगा ?   शाहिद   क्योन ?   लेडी   क्योन ? क्योंकी तुम आतंकवादी था। तुम 5 साल जेल में था।   शाहिद   प्लीज एक बार रूल बुक में क्राइटेरिया चेक कर लिजिए।   लेडी   तुम सिखोगे मुझे मेरा काम?   शाहिद   सॉरी। मुझे पता है आप यहां 20 साल से हैं। और जिससे भी सुना है आपके बारे में अच्छा ही सुना है। लेकिन महोदया, मैं पात्र हूं। मैने कभी दिवाला फ़ाइल नहीं की है ना कोई नैतिक भ्रष्टाचार। बस मैदान पर मेरा आवेदन खारिज हो सकता है।   लेडी   ठीक है.. मुझे देखने दो।   महिला  मैं यहां 20 साल से नहीं 12 साल से हूं।  ",शाहिद ने दिवालियेपन की फाइल की है,lady you won t get the bar license shahid why lady why because you were a terrorist you were in prison for 5 years shahid please check the criteria in the rule book once lady will you teach me my work shahid sorry i know you ve been here for 20 years and everyone who has heard has heard about you very well but ma am i am eligible i have never filed bankruptcy or any moral corruption just on the ground my application may get rejected lady alright let me see woman i have been here not for 20 years but for 12 years,shahid has filed for bankruptcy
1181,khempal kya kiya ye tum logo ne kanhaiya dekh saans chal rahi hai rajpal sab theek ho jaayega chinta mat kar kanhaiya he comes after a few seconds and looks at rajpal kanhaiya bhaag gaya saala khempal main abhi saab logon ko jagata hoon rajpal pagal ho gaya hai sab andar ho jaayenge kanhaiya jo tu bolega wahi hoga par pehle thande dimaag se soch to lein ki kya karna hai chal chhat pe chal kar baat karte hain,rajpal terrace par jaakar baat karna chahta hai,1,खेमपाल   क्या किया ये तुम लोगो ने.   कन्हैया  देख सांस चल रही है ..   राजपाल  सब ठीक हो जाएगा .. चिंता मत कर।   कन्हैया   वह कुछ सेकंड के बाद आता है और राजपाल को देखता है।   कन्हैया   भाग गया साला।   खेमपाल   मैं अभी साब लोगों को जगत हूं।   राजपाल   पागल हो गया है। सब और हो जाएंगे।   कन्हैया   जो तू बोलेगा वही होगा। पर पहले थंडे दिमाग से सोच तो लेने की क्या करना है। चल छत पे चल कर बात करते हैं।  ,राजपाल छत पर जाकर बात करना चाहता है,khempal what did you guys do kanhaiya look i am breathing rajpal everything will be fine don t worry kanhaiya he comes after few seconds and sees rajpal kanhaiya ran away brother in law khempal i am now the world of all the people rajpal has gone mad everything else will happen kanhaiya whatever you say will happen but first think with a cold mind what to do let s walk on the roof and talk,rajpal wants to talk on the terrace
